"301145","5412"
"301146","1057"
"301150","9345"
"301151","927"
"301152","9345"
"301154","15459"
"301155",""
"301156",""
"301157","9530"
"301159","927"
"301161","1360388"
"301163","22388"
"301164","6309"
"301165","6491"
"301166",""
"301167","2321"
"301169","18091"
"301170",""
"301171","1695"
"301172","11765"
"301173","3827"
"301175","15409"
"301179","6309"
"301180","3295"
"301181","35197"
"301184","15046"
"301188","9530"
"301189","5022"
"301190",""
"301191",""
"301194","34824"
"301202","23354"
"301205","1114"
"301206","24054"
"301207","23230"
"301208","32306"
"301209","23354"
"301210","13433"
"301211","5190"
"301212","35500"
"301218",""
"301220","38832"
"301222",""
"301223","23705"
"301225","7890"
"301228","9530"
"301231","13724"
"301232","18804"
"301235","23705"
"301236","13724"
"301237","23499"
"301238","33358"
"301243","19929"
"301244","3354"
"301245",""
"301248","9021"
"301251","13724"
"301253","38841"
"301254","9236"
"301255","34509"
"301256","33732"
"301257","37771"
"301258","15168"
"301260","14934"
"301263","6358"
"301264","27498"
"301265","33732"
"301266","259"
"301267","31945"
"301270","31945"
"301271","19307"
"301272","3827"
"301273","15932"
"301274","34509"
"301275","5190"
"301276","38123"
"301277","28169"
"301278","35894"
"301280","15467"
"301281","30997"
"301282","3827"
"301285","31945"
"301287","36866"
"301288","37843"
"301292","30927"
"301293","38851"
"301295","1109"
"301296",""
"301298","24718"
"301299","11354"
"301300","1968"
"301304",""
"301307","6807"
"301308","38856"
"301309","2823"
"301311","4704"
"301313","6358"
"301315","14955"
"301316","15614"
"301318","35012"
"301319","11142"
"301322","34880"
"301323","27673"
"301325",""
"301326","14955"
"301331","598"
"301332","15614"
"301333","3146"
"301334","38516"
"301338","34509"
"301341","15371"
"301344","38851"
"301347","6358"
"301349","33111"
"301351","5380"
"301360","23354"
"301361","22224"
"301362","36587"
"301367","3146"
"301368","36587"
"301370","30579"
"301375","35306"
"301377","3146"
"301378","15623"
"301379","19712"
"301380","25837"
"301381","23354"
"301383","27805"
"301384","27528"
"301385","36866"
"301387","16597"
"301388","17469"
"301389","3146"
"301391","34585"
"301394","19756"
"301395","267"
"301396","27449"
"301397","6440"
"301398","24172"
"301399","23354"
"301401","21677"
"301404","33604"
"301405","7198"
"301406","1692070"
"301409","34588"
"301411","23066"
"301413","27449"
"301414","22656"
"301415","15124"
"301416","3320"
"301417","205962"
"301418","14663"
"301420","35335"
"301421","1831"
"301423","22656"
"301424","4685"
"301427","25910"
"301428","2766176"
"301431","2957"
"301433","22656"
"301434","17469"
"301436","39603"
"301437","38851"
"301440","5791"
"301443","26081"
"301444","26530"
"301445","6329"
"301446","24765"
"301447",""
"301451","2957"
"301452","21590"
"301455","28169"
"301456",""
"301457","28258"
"301458","2094"
"301459","36587"
"301460","31345"
"301461","3588"
"301462","6909"
"301463","2957"
"301464","9025"
"301467","6276"
"301472","32726"
"301475","13018"
"301476","13051"
"301477","38686"
"301480","492"
"301481","15608"
"301487","3590"
"301488","17495"
"301489","35496"
"301491","7315"
"301494","24765"
"301496","21590"
"301498","16526"
"301500","24525"
"301505","17492"
"301511",""
"301514","51292"
"301516","23691"
"301518","24765"
"301519","20270"
"301521","22656"
"301524",""
"301529","9536"
"301530","24770"
"301531","2957"
"301533","38126"
"301534","216896"
"301535","14860"
"301537","6491"
"301538","38595"
"301541","28258"
"301542","32933"
"301545","34585"
"301547","2957"
"301548","18804"
"301550","2474"
"301556","6440"
"301558","12860"
"301560","18437"
"301561","38686"
"301564","2957"
"301565","15809"
"301567","6065"
"301569","11461"
"301570","30816"
"301571","6088"
"301572","12719"
"301573","15809"
"301574","968"
"301575","1853"
"301580","38851"
"301581","21590"
"301583","13051"
"301584",""
"301585","21580"
"301587","13051"
"301588","2957"
"301589","15124"
"301591","22035"
"301593",""
"301594","23354"
"301595","39603"
"301596","5662"
"301597","8297"
"301598","19183"
"301599","31136"
"301600","30579"
"301601","22224"
"301603","21580"
"301605","24054"
"301606","18747"
"301607","38883"
"301608","15173"
"301609","30729"
"301610","13051"
"301612","5811"
"301614","38686"
"301615","916"
"301619","19183"
"301620","10661"
"301621","1242"
"301623","2959"
"301625","15124"
"301628","1109"
"301630","10661"
"301631","25188"
"301632","1109"
"301634","11820"
"301635","27646"
"301638","25824"
"301640","15124"
"301642","27805"
"301643","23354"
"301644","15809"
"301645","3295"
"301646","15459"
"301647","22656"
"301649","7211"
"301650","35407"
"301651","15809"
"301652","29068"
"301654","24481"
"301656","216896"
"301657",""
"301659","15124"
"301660","20074"
"301661","30289"
"301662","6537"
"301663","999"
"301664","24181"
"301666","15459"
"301668","35453"
"301672","34590"
"301673","4737"
"301674","38902"
"301677","36866"
"301680","419"
"301682","27412"
"301684","38850"
"301685","6615"
"301686","3320"
"301687","25731"
"301688","32050"
"301689","38892"
"301690","32016"
"301691","19771"
"301692","15310"
"301700","21590"
"301704","38883"
"301706","6691"
"301707","5868"
"301708","10661"
"301709","18936"
"301710","4737"
"301715","15310"
"301718","24181"
"301721","37346"
"301723","1276"
"301724","419"
"301726","24995"
"301727","27408"
"301728","2309"
"301730","24995"
"301731","25965"
"301734","36587"
"301735","34585"
"301736","27449"
"301737","37710"
"301738","22303"
"301739","1529"
"301740","2902"
"301741","23691"
"301743","15487"
"301744","39603"
"301745","24181"
"301746","38851"
"301747","18192"
"301748","238"
"301749","21677"
"301751","20400"
"301752","37710"
"301753","13018"
"301754","15459"
"301755","38908"
"301756","11198"
"301757","25965"
"301758","32050"
"301761","12195"
"301762","6610"
"301763","20400"
"301764","11800"
"301767","25502"
"301768","22224"
"301773","33086"
"301774","27408"
"301775","23354"
"301779","1605"
"301780","11387"
"301781","27408"
"301783","238"
"301784","38912"
"301785","32004"
"301786","974"
"301787","24181"
"301788","22184"
"301789","21632"
"301791","23810"
"301794","35014"
"301796","15108"
"301798","13018"
"301799","426"
"301804","35086"
"301805","4215"
"301806","24181"
"301807","4497"
"301812","22656"
"301816","7938"
"301818","32348"
"301819","4086"
"301822","2474"
"301824","900"
"301825","15401"
"301827","32749"
"301828","15689"
"301829","36590"
"301830","426"
"301835","36141"
"301836","20074"
"301837","22055"
"301838","2998"
"301840","16076"
"301841","8014"
"301843","25502"
"301845","23369"
"301847","23909"
"301848","4086"
"301849","1142754"
"301851","32337"
"301852","32348"
"301856","6568"
"301857",""
"301859","25502"
"301862","23909"
"301866","22247"
"301868","4494"
"301872","23704"
"301873","7122"
"301875","34509"
"301876","35407"
"301878","13913"
"301879","25837"
"301881","259"
"301883","11545"
"301884","36687"
"301885","1288"
"301887","15108"
"301888","22224"
"301889","5811"
"301890","27528"
"301893",""
"301894","30317"
"301895","32348"
"301897","7122"
"301898","32374"
"301899","23909"
"301900","38329"
"301901","38595"
"301902","14606"
"301903","6309"
"301904","26853"
"301905","7938"
"301907","34509"
"301910","3458"
"301911","21386"
"301913","7903"
"301916","36587"
"301917","6309"
"301920","7585"
"301921","21709"
"301923","32050"
"301925","9217"
"301927",""
"301929","27528"
"301930","16391"
"301931","35207"
"301932","9789"
"301933","1265473"
"301935",""
"301936","29638"
"301941","4134"
"301942","6309"
"301943","29511"
"301944","20178"
"301945","1682"
"301946","20980"
"301947","1228"
"301949","5354"
"301950","3635"
"301951","22367"
"301952","5811"
"301953",""
"301954","20761"
"301955","15880"
"301957","30717"
"301958","38936"
"301961","28922"
"301962","20761"
"301963","15459"
"301967","39603"
"301969","7855"
"301970","15906"
"301971","37847"
"301972","3635"
"301973","5791"
"301974","35441"
"301975","9217"
"301976","1682"
"301977","22656"
"301978","13913"
"301980","25731"
"301981","1398"
"301984","7925"
"301987","6491"
"301990","18296"
"301996","37367"
"301997","1204"
"301998","2123"
"302000","24054"
"302003","7883"
"302004","9707"
"302005","3540161"
"302006","9784"
"302008","25121"
"302011","38947"
"302013","37726"
"302014","29638"
"302019","1682"
"302023","26286"
"302027","33910"
"302028","22656"
"302030","18796"
"302033","21580"
"302034","3410"
"302035","14343"
"302036","9095"
"302038","22656"
"302039","20089"
"302040","24181"
"302044","60"
"302045","18747"
"302050","38325"
"302051","25837"
"302052","19311"
"302053","22656"
"302055","6479"
"302056","8220"
"302057","6610"
"302058","35149"
"302059","6309"
"302061","19183"
"302062","3381"
"302063","5791"
"302066","28901"
"302067","22970"
"302068","15614"
"302070","21186"
"302071","6309"
"302072","7714"
"302073","4257"
"302077","287"
"302078","22383"
"302079","30006"
"302080","36007"
"302081","32050"
"302083","29656"
"302084","8220"
"302085","38375"
"302088","28901"
"302091","34088"
"302092","11698"
"302093","8220"
"302098",""
"302099","10661"
"302101","536"
"302102","14461"
"302103","6440"
"302104","36007"
"302105","15459"
"302106","23354"
"302109","30827"
"302111","19314"
"302112","13279"
"302113","21186"
"302114","5445"
"302115","19937"
"302117","1287"
"302118","1638"
"302119","3381"
"302121","15401"
"302128","34088"
"302129","22656"
"302133","36587"
"302135","3043"
"302137","15861"
"302138","18941"
"302140","999"
"302141","38317"
"302142","2648"
"302143","14461"
"302144","12386"
"302145","6932"
"302146","36297"
"302147","12702"
"302151","15809"
"302154","29364"
"302155","7903"
"302156","13051"
"302159","13279"
"302161","10585"
"302164","2385"
"302165","4725"
"302167","18975"
"302168","5728"
"302169","11698"
"302172","22656"
"302173","5918"
"302174","13087"
"302175","38896"
"302176","28294"
"302177","38966"
"302178","536"
"302180","3381"
"302182","685"
"302183","38207"
"302184","1694"
"302185","36687"
"302187","342"
"302192","15124"
"302194","36297"
"302197","34509"
"302198","29397"
"302199","3043"
"302200","13018"
"302201","4725"
"302202","18615"
"302205","18673"
"302209","34024"
"302210","38792"
"302212","8992"
"302213","38796"
"302215","1862"
"302218","5314"
"302221","33650"
"302222","3295"
"302226","37486"
"302227","38207"
"302228","48281"
"302231","36557"
"302232","9530"
"302236","1942"
"302240","31141"
"302241","4725"
"302242","20382"
"302243","30006"
"302246","35136"
"302248","419"
"302249","20178"
"302250","20382"
"302253","5190"
"302255","17887"
"302256","32518"
"302257","5049"
"302259","17744"
"302260","10755"
"302262","26479"
"302263","19762"
"302265","26479"
"302266","37776"
"302267","6444"
"302268","25343"
"302272","26479"
"302275","34133"
"302281","26479"
"302282","3381"
"302283","30492"
"302286","3381"
"302289","34208"
"302290","15401"
"302295",""
"302297","26479"
"302298",""
"302301","18615"
"302304","38286"
"302305","10893"
"302306","572"
"302308","6309"
"302311","31415"
"302316","35086"
"302317","22656"
"302318","3381"
"302319",""
"302321","4126"
"302323","26479"
"302328","1398"
"302330","24165"
"302333","14606"
"302334","5922"
"302335","1965"
"302336","32632"
"302337","729"
"302338","15906"
"302343","25507"
"302344",""
"302345",""
"302347","7094"
"302348","26853"
"302349","16156"
"302350","3509"
"302354","7679"
"302355","8220"
"302358","26401"
"302359","21712"
"302362","38207"
"302363","3509"
"302364","9025"
"302367","37231"
"302368","7671"
"302375","7679"
"302377","32632"
"302378","22656"
"302382","21755"
"302384",""
"302385","549"
"302389","34895"
"302390","19681"
"302394","18192"
"302397","507"
"302400","19746"
"302402","38896"
"302403","30579"
"302410","23691"
"302411","6726"
"302413","28804"
"302416","2548"
"302417","419"
"302419",""
"302420","38988"
"302422","23462"
"302425","2823"
"302426","4249"
"302431","922"
"302434","29650"
"302437","12891"
"302439","3474"
"302441","31136"
"302443","2823"
"302445","17787"
"302449","15667"
"302450","30827"
"302451","254455"
"302453","21155"
"302454","16575"
"302455","12725"
"302457","2548"
"302458","20685"
"302461","19038"
"302462","35612"
"302463","29650"
"302464","38286"
"302468","3797"
"302469","28002"
"302471","2541"
"302472","7824"
"302474","1694"
"302477","21709"
"302478","26853"
"302480","30827"
"302484","32050"
"302485","18061"
"302487","3236"
"302489","21706"
"302490","2536"
"302491","35894"
"302492","22656"
"302494","12725"
"302498",""
"302499","38988"
"302502","24908"
"302503","986"
"302505","267"
"302506","2536"
"302508","35121"
"302510","37786"
"302514","5186"
"302519","36546"
"302521","4685"
"302522","36465"
"302524","37786"
"302525","12424"
"302526","4257"
"302527","13087"
"302528","7024"
"302530","23852"
"302534","28543"
"302535","15778"
"302536","419"
"302537","983"
"302538","34088"
"302539","5420"
"302540",""
"302541","29650"
"302545","20595"
"302551","16724"
"302553","13154"
"302555","1605"
"302556","35136"
"302557","3474"
"302561","341"
"302562","24908"
"302563","4086"
"302565","5190"
"302571","12043"
"302573","36388"
"302576","30827"
"302582","30052"
"302584","5190"
"302585","2310"
"302587","32632"
"302588","1228"
"302590","5186"
"302593","16724"
"302595",""
"302596","12725"
"302598","1228"
"302600","35136"
"302602","28139"
"302603","24707"
"302604","6461"
"302607","16549"
"302611","3937"
"302612","419"
"302613","26833"
"302617","32632"
"302619","2148773"
"302620","22712"
"302621","341"
"302622","6180"
"302623","10300"
"302624","3937"
"302626","10661"
"302628","14942"
"302629","1245"
"302630","35136"
"302633","4591"
"302634","16476"
"302636","8220"
"302638","35086"
"302640","536"
"302642","36388"
"302644","33650"
"302645","6807"
"302646","2029"
"302647","6461"
"302652","2548"
"302657","9965"
"302659","14015"
"302660","1471"
"302665",""
"302668","8709"
"302669","1288"
"302670","18180"
"302672","12725"
"302674","1471"
"302675","36590"
"302676","3043"
"302678","24215"
"302681","13009"
"302682","16549"
"302685","38913"
"302686","3850"
"302688","3474"
"302689",""
"302691","2147"
"302694","8355"
"302698","23252"
"302699","2147"
"302702","18255"
"302704","4694"
"302706","38237"
"302707","24181"
"302708","8220"
"302711","2688"
"302713","36388"
"302714","4418"
"302715","5427"
"302716","5814"
"302722","2701"
"302723","36687"
"302726",""
"302727",""
"302728","39022"
"302732","22970"
"302735","15459"
"302737","39011"
"302738","7925"
"302740","10076"
"302743","21817"
"302744","14606"
"302746","34133"
"302747","23191"
"302748","525"
"302751","25066"
"302752","14057"
"302753",""
"302754","20354"
"302755","36472"
"302756","13531"
"302757","20860"
"302760",""
"302762","8026"
"302763","6694"
"302764","39033"
"302765","31641"
"302766","6782"
"302767","10661"
"302770","31415"
"302771","26160"
"302772","1474"
"302774",""
"302776","37311"
"302778","23252"
"302780","31641"
"302783","19130"
"302784","1968"
"302785","38787"
"302787","3043"
"302788","13913"
"302790","23249"
"302791","39022"
"302792","15667"
"302793","30052"
"302795","25066"
"302797","31136"
"302798","13320"
"302800","37726"
"302801","5760"
"302802","4599"
"302803","25737"
"302804","28974"
"302805","7370"
"302807","27439"
"302808","20504"
"302809","4725"
"302810","16391"
"302812","18936"
"302813","12943"
"302815","376254"
"302816","33130"
"302817","4599"
"302818","34850"
"302822","12950"
"302823","36988"
"302824","767"
"302827","32154"
"302828","14606"
"302832","34009"
"302834","37486"
"302838","20860"
"302840","8209"
"302841","15401"
"302842","38051"
"302843","29693"
"302845","1958"
"302847","1694"
"302848","23252"
"302850","5731"
"302852","39033"
"302856","71"
"302857","13778"
"302858","29364"
"302860","9714"
"302861","4066"
"302862","3043"
"302863","31641"
"302865","17034"
"302868","8344"
"302870","32514"
"302874","5903"
"302876","12707"
"302878","3407"
"302879","536"
"302881","24908"
"302883","29693"
"302884","15721"
"302886","3579"
"302887","32632"
"302888","28804"
"302889",""
"302891","8220"
"302892","37311"
"302894",""
"302896","5760"
"302898","38691"
"302899","18091"
"302900","18936"
"302902","31136"
"302904","37370"
"302905","28053"
"302906","39053"
"302908","21952"
"302910","8709"
"302911","1968"
"302913","18255"
"302916","37055"
"302917","32514"
"302920","4287"
"302922",""
"302925","9217"
"302926","23909"
"302929","5190"
"302930","13100"
"302931","37486"
"302932","13422"
"302933","32518"
"302935","205962"
"302937","24707"
"302941","23852"
"302945","36164"
"302946","24279"
"302947","5696608"
"302950","38021"
"302953","8091"
"302957","23852"
"302959","1375"
"302961","15809"
"302964","38691"
"302971","28454"
"302972","34133"
"302975","13188"
"302976","9254"
"302978","1680"
"302979","7376"
"302980","34133"
"302981","32032"
"302984","29120"
"302985","38325"
"302987","96"
"302988","39061"
"302990","5190"
"302992","8209"
"302994","8091"
"302996","1288"
"302997","2730"
"302998","38629"
"303000","1559"
"303001","39058"
"303002","6652"
"303003","21706"
"303007","234"
"303008","15880"
"303010","13687"
"303015","8155"
"303016",""
"303019","23852"
"303020","8355"
"303022","29707"
"303023","2194"
"303025","20860"
"303027","24824"
"303029","27631"
"303033","3474"
"303036","27922"
"303037","33226"
"303040","24908"
"303042","8209"
"303049","7525"
"303051","1459442"
"303055","39058"
"303058","8027"
"303061","10661"
"303062","27009"
"303065","28004"
"303067","10593"
"303072","12707"
"303073","1638"
"303074","32775"
"303075","38021"
"303076","673"
"303077","1551"
"303078","578"
"303079","3743"
"303080","39065"
"303081","5812"
"303083","30934"
"303085","23574"
"303086","30105"
"303088","30181"
"303090","25515"
"303091","4376"
"303092","23903"
"303094","2470"
"303097","12601"
"303100","23845"
"303101","39058"
"303102","27020"
"303103","3043"
"303104","14167"
"303106","28053"
"303108","38021"
"303110","12707"
"303114","23845"
"303115","37055"
"303117","30384"
"303118","13652"
"303119","37507"
"303121","16322"
"303123","27314"
"303125","20444"
"303126","8209"
"303127","9714"
"303128","35136"
"303130","28053"
"303131","4893"
"303132","32775"
"303134","38325"
"303135","5291"
"303137","17871"
"303138","14732"
"303139","3333"
"303140","18160"
